13612	37.811	13659	37.942	0.131	13633	50
13900	38.611	13947	38.742	0.131	13920	51
14178	39.383	14180	39.389	0.006	14179	52
14182	39.394	14230	39.528	0.134	14204	53
14475	40.208	14528	40.356	0.148	14496	54
14774	41.039	14830	41.194	0.155	14804	55
15095	41.931	15153	42.092	0.161	15120	56
15386	42.739	15444	42.9	0.161	15418	57
15696	43.6	15744	43.733	0.133	15718	58
15992	44.422	16039	44.553	0.131	16011	59
16276	45.211	16330	45.361	0.15	16304	60
16589	46.081	16645	46.236	0.155	16610	61
16890	46.917	16948	47.078	0.161	16917	62
17231	47.864	17280	48	0.136	17280	63
17551	48.753	17598	48.883	0.13	17571	64
17847	49.575	17850	49.583	0.008	17571	65
17898	49.717	18160	50.444	0.727	18000	66
18209	50.581	18453	51.258	0.677	18181	67
18457	51.269	18506	51.406	0.137	18480	68
18754	52.094	18808	52.244	0.15	18774	69
19053	52.925	19109	53.081	0.156	19083	70
19379	53.831	19427	53.964	0.133	19401	71
19703	54.731	19750	54.861	0.13	19723	72
20003	55.564	20051	55.697	0.133	20025	73
20301	56.392	20352	56.533	0.141	20322	74
20601	57.225	20654	57.372	0.147	20628	75
20908	58.078	20963	58.231	0.153	20928	76
21204	58.9	21262	59.061	0.161	21235	77
21530	59.806	21578	59.939	0.133	21552	78
21851	60.697	21899	60.831	0.134	21872	79
22148	61.522	22197	61.658	0.136	22171	80
22438	62.328	22486	62.461	0.133	22458	81
22734	63.15	22739	63.164	0.014	22738	82
22788	63.3	23041	64.003	0.703	23040	83
23097	64.158	23331	64.808	0.65	23061	84
23388	64.967	23652	65.7	0.733	23362	85
23700	65.833	23969	66.581	0.748	23760	86
24017	66.714	24278	67.439	0.725	23990	87
24281	67.447	24328	67.578	0.131	24303	88
24575	68.264	24623	68.397	0.133	24595	89
24866	69.072	24921	69.225	0.153	24895	90
25180	69.944	25237	70.103	0.159	25200	91
25468	70.744	25526	70.906	0.162	25500	92
25782	71.617	25785	71.625	0.008	25500	93
25834	71.761	26097	72.492	0.731	25920	94
26144	72.622	26396	73.322	0.7	26116	95
26450	73.472	26698	74.161	0.689	26640	96
26753	74.314	26980	74.944	0.63	26719	97
27035	75.097	27286	75.794	0.697	27008	98
27333	75.925	27589	76.636	0.711	27360	99
27637	76.769	27883	77.453	0.684	27610	100
27885	77.458	27887	77.464	0.006	27884	101
27935	77.597	28200	78.333	0.736	28080	102
28253	78.481	28498	79.161	0.68	28221	103
28502	79.172	28552	79.311	0.139	28526	104
28799	79.997	28855	80.153	0.156	28819	105
29068	80.744	29125	80.903	0.159	29099	106
29357	81.547	29404	81.678	0.131	29379	107
29664	82.4	29712	82.533	0.133	29685	108
29961	83.225	29966	83.239	0.014	29965	109
30016	83.378	30273	84.092	0.714	30240	110
30329	84.247	30579	84.942	0.695	30295	111
30635	85.097	30894	85.817	0.72	30608	112
30940	85.944	31196	86.656	0.712	30960	113
31243	86.786	31491	87.475	0.689	31216	114
31539	87.608	31806	88.35	0.742	31680	115
31859	88.497	32123	89.231	0.734	31827	116
32177	89.381	32450	90.139	0.758	32400	117
32505	90.292	32763	91.008	0.716	32471	118
32819	91.164	33079	91.886	0.722	32792	119
33127	92.019	33383	92.731	0.712	33120	120
33436	92.878	33691	93.586	0.708	33409	121
33739	93.719	33995	94.431	0.712	33840	122
34043	94.564	34315	95.319	0.755	34015	123
34370	95.472	34644	96.233	0.761	34560	124
34697	96.381	34945	97.069	0.688	34664	125
35000	97.222	35252	97.922	0.7	34974	126
35311	98.086	35544	98.733	0.647	35280	127
35602	98.894	35860	99.611	0.717	35575	128
35907	99.742	36169	100.469	0.727	36000	129
36217	100.603	36483	101.342	0.739	36190	130
36538	101.494	36818	102.272	0.778	36720	131
36872	102.422	37122	103.117	0.695	36839	132
37127	103.131	37176	103.267	0.136	37150	133
37432	103.978	37489	104.136	0.158	37453	134
37722	104.783	37780	104.944	0.161	37753	135
38040	105.667	38087	105.797	0.13	38061	136
38347	106.519	38394	106.65	0.131	38367	137
38654	107.372	38709	107.525	0.153	38683	138
38989	108.303	39040	108.444	0.141	39009	139
39291	109.142	39296	109.156	0.014	39294	140
39344	109.289	39592	109.978	0.689	39318	141
39649	110.136	39877	110.769	0.633	39612	142
39934	110.928	40190	111.639	0.711	39908	143
40238	111.772	40495	112.486	0.714	40320	144
40543	112.619	40796	113.322	0.703	40516	145
40799	113.331	40801	113.336	0.005	40798	146
40849	113.469	41119	114.219	0.75	41040	147
41174	114.372	41419	115.053	0.681	41141	148
41475	115.208	41720	115.889	0.681	41448	149
41768	116.022	42005	116.681	0.659	41760	150
42058	116.828	42294	117.483	0.655	42031	151
42297	117.492	42347	117.631	0.139	42321	152
42606	118.35	42658	118.494	0.144	42627	153
42908	119.189	42962	119.339	0.15	42936	154
43216	120.044	43273	120.203	0.159	43238	155
43526	120.906	43583	121.064	0.158	43557	156
43841	121.781	43887	121.908	0.127	43862	157
44129	122.581	44175	122.708	0.127	44148	158
44413	123.369	44415	123.375	0.006	44414	159
44417	123.381	44465	123.514	0.133	44439	160
44718	124.217	44773	124.369	0.152	44739	161
45020	125.056	45076	125.211	0.155	45050	162
45337	125.936	45395	126.097	0.161	45360	163
45632	126.756	45691	126.919	0.163	45664	164
45943	127.619	45990	127.75	0.131	45965	165
46231	128.419	46277	128.547	0.128	46250	166
46506	129.183	46509	129.192	0.009	46508	167
46511	129.197	46559	129.331	0.134	46533	168
46798	129.994	46856	130.156	0.162	46820	169
47094	130.817	47153	130.981	0.164	47126	170
47403	131.675	47451	131.808	0.133	47426	171
47698	132.494	47745	132.625	0.131	47718	172
47986	133.294	48039	133.442	0.148	48014	173
48276	134.1	48331	134.253	0.153	48297	174
48547	134.853	48602	135.006	0.153	48576	175
48839	135.664	48886	135.794	0.13	48861	176
49129	136.469	49176	136.6	0.131	49149	177
49429	137.303	49483	137.453	0.15	49458	178
49742	138.172	49796	138.322	0.15	49763	179
50030	138.972	50085	139.125	0.153	50059	180
50338	139.828	50385	139.958	0.13	50360	181
50633	140.647	50680	140.778	0.131	50653	182
50915	141.431	50918	141.439	0.008	50917	183
50968	141.578	51224	142.289	0.711	51120	184
51276	142.433	51526	143.128	0.695	51245	185
51580	143.278	51854	144.039	0.761	51840	186
51911	144.197	52153	144.869	0.672	51876	187
52209	145.025	52461	145.725	0.7	52183	188
52508	145.856	52765	146.569	0.713	52560	189
52811	146.697	53054	147.372	0.675	52784	190
53056	147.378	53105	147.514	0.136	53080	191
53351	148.197	53403	148.342	0.145	53370	192
53647	149.019	53702	149.172	0.153	53676	193
53965	149.903	54023	150.064	0.161	54000	194
54260	150.722	54318	150.883	0.161	54291	195
54564	151.567	54611	151.697	0.13	54585	196
54855	152.375	54905	152.514	0.139	54876	197
55133	153.147	55138	153.161	0.014	55137	198
55187	153.297	55424	153.956	0.659	55160	199
55482	154.117	55709	154.747	0.63	55446	200
55768	154.911	56017	155.603	0.692	55741	201
56066	155.739	56319	156.442	0.703	56160	202
56371	156.586	56597	157.214	0.628	56340	203
56651	157.364	56878	157.994	0.63	56625	204
56934	158.15	57151	158.753	0.603	56899	205
57208	158.911	57453	159.592	0.681	57182	206
57499	159.719	57751	160.419	0.7	57600	207
57803	160.564	58060	161.278	0.714	57772	208
58114	161.428	58389	162.192	0.764	58320	209
58445	162.347	58708	163.078	0.731	58411	210
58764	163.233	59038	163.994	0.761	58738	211
59096	164.156	59347	164.853	0.697	59059	212
59405	165.014	59673	165.758	0.744	59379	213
59720	165.889	59992	166.644	0.755	59760	214
60039	166.775	60303	167.508	0.733	60012	215
60305	167.514	60307	167.519	0.005	60304	216
60356	167.656	60638	168.439	0.783	60480	217
60690	168.583	60949	169.303	0.72	60659	218
60953	169.314	60955	169.319	0.005	60952	219
61003	169.453	61259	170.164	0.711	61200	220
61314	170.317	61544	170.956	0.639	61280	221
61599	171.108	61860	171.833	0.725	61573	222
61907	171.964	62175	172.708	0.744	61920	223
62222	172.839	62486	173.572	0.733	62195	224
62534	173.706	62807	174.464	0.758	62640	225
62855	174.597	63114	175.317	0.72	62827	226
63117	175.325	63167	175.464	0.139	63141	227
63428	176.189	63480	176.333	0.144	63448	228
63716	176.989	63771	177.142	0.153	63744	229
64037	177.881	64085	178.014	0.133	64080	230
64370	178.806	64418	178.939	0.133	64388	231
64695	179.708	64744	179.844	0.136	64719	232
65028	180.633	65076	180.767	0.134	65049	233
65337	181.492	65340	181.5	0.008	65049	234
65388	181.633	65653	182.369	0.736	65520	235
65704	182.511	65946	183.183	0.672	65674	236
66000	183.333	66253	184.036	0.703	66240	237
66311	184.197	66577	184.936	0.739	66275	238
66634	185.094	66909	185.858	0.764	66608	239
66957	185.992	67225	186.736	0.744	66960	240
67272	186.867	67537	187.603	0.736	67246	241
67584	187.733	67845	188.458	0.725	67680	242
67894	188.594	68143	189.286	0.692	67866	243
68197	189.436	68456	190.156	0.72	68400	244
68511	190.308	68777	191.047	0.739	68477	245
68834	191.206	69116	191.989	0.783	68804	246
69175	192.153	69431	192.864	0.711	69139	247
69489	193.025	69753	193.758	0.733	69462	248
69800	193.889	70066	194.628	0.739	69840	249
70113	194.758	70373	195.481	0.723	70086	250
70375	195.486	70377	195.492	0.006	70374	251
70424	195.622	70693	196.369	0.747	70560	252
70745	196.514	71016	197.267	0.753	70714	253
71071	197.419	71359	198.219	0.8	71280	254
71414	198.372	71676	199.1	0.728	71377	255
71732	199.256	71994	199.983	0.727	71705	256
72052	200.144	72291	200.808	0.664	72012	257
72348	200.967	72611	201.697	0.73	72318	258
72658	201.828	72921	202.558	0.73	72720	259
72969	202.692	73235	203.431	0.739	72938	260
73239	203.442	73289	203.581	0.139	73260	261
73573	204.369	73625	204.514	0.145	73594	262
73875	205.208	73879	205.219	0.011	73877	263
73928	205.356	74180	206.056	0.7	74160	264
74236	206.211	74464	206.844	0.633	74200	265
74522	207.006	74780	207.722	0.716	74495	266
74827	207.853	75086	208.572	0.719	74880	267
75134	208.706	75387	209.408	0.702	75103	268
75389	209.414	75391	209.419	0.005	75388	269
75439	209.553	75717	210.325	0.772	75600	270
75770	210.472	76018	211.161	0.689	75738	271
76073	211.314	76314	211.983	0.669	76046	272
76371	212.142	76598	212.772	0.63	76334	273
76655	212.931	76905	213.625	0.694	76628	274
76951	213.753	77208	214.467	0.714	77040	275
77255	214.597	77508	215.3	0.703	77228	276
77512	215.311	77562	215.45	0.139	77537	277
77827	216.186	77882	216.339	0.153	77848	278
78131	217.031	78186	217.183	0.152	78161	279
78430	217.861	78476	217.989	0.128	78450	280
78713	218.647	78760	218.778	0.131	78733	281
78997	219.436	79046	219.572	0.136	79019	282
79303	220.286	79357	220.436	0.15	79324	283
79600	221.111	79655	221.264	0.153	79629	284
79910	221.972	79968	222.133	0.161	79931	285
80209	222.803	80268	222.967	0.164	80241	286
80519	223.664	80566	223.794	0.13	80541	287
80808	224.467	80856	224.6	0.133	80829	288
81093	225.258	81096	225.267	0.009	81095	289
81098	225.272	81147	225.408	0.136	81120	290
81388	226.078	81444	226.233	0.155	81410	291
81692	226.922	81749	227.081	0.159	81719	292
82009	227.803	82056	227.933	0.13	82030	293
82306	228.628	82354	228.761	0.133	82327	294
82614	229.483	82617	229.492	0.009	82327	295
82666	229.628	82918	230.328	0.7	82800	296
82968	230.467	83194	231.094	0.627	82938	297
83249	231.247	83498	231.939	0.692	83222	298
83556	232.1	83791	232.753	0.653	83520	299
83849	232.914	84112	233.644	0.73	83823	300
84115	233.653	84163	233.786	0.133	84137	301
84419	234.497	84466	234.628	0.131	84438	302
84707	235.297	84710	235.306	0.009	84709	303
84760	235.444	85006	236.128	0.684	84960	304
85061	236.281	85279	236.886	0.605	85027	305
85335	237.042	85561	237.669	0.627	85309	306
85608	237.8	85850	238.472	0.672	85680	307
85897	238.603	86145	239.292	0.689	85870	308
86148	239.3	86198	239.439	0.139	86172	309
86454	240.15	86508	240.3	0.15	86474	310
86740	240.944	86796	241.1	0.156	86769	311
87037	241.769	87085	241.903	0.134	87055	312
87326	242.572	87373	242.703	0.131	87346	313
87601	243.336	87604	243.344	0.008	87346	314
87652	243.478	87886	244.128	0.65	87840	315
87941	244.281	88171	244.919	0.638	87908	316
88227	245.075	88483	245.786	0.711	88201	317
88530	245.917	88784	246.622	0.705	88560	318
88831	246.753	89065	247.403	0.65	88804	319
89068	247.411	89117	247.547	0.136	89091	320
89354	248.206	89407	248.353	0.147	89375	321
89636	248.989	89690	249.139	0.15	89664	322
89921	249.781	89968	249.911	0.13	89942	323
90209	250.581	90257	250.714	0.133	90229	324
90504	251.4	90507	251.408	0.008	90506	325
90557	251.547	90816	252.267	0.72	90720	326
90870	252.417	91109	253.081	0.664	90837	327
91164	253.233	91402	253.894	0.661	91138	328
91450	254.028	91682	254.672	0.644	91440	329
91736	254.822	91975	255.486	0.664	91709	330
91978	255.494	92026	255.628	0.134	92001	331
92267	256.297	92315	256.431	0.134	92287	332
92557	257.103	92611	257.253	0.15	92585	333
92866	257.961	92923	258.119	0.158	92887	334
93156	258.767	93215	258.931	0.164	93188	335
93452	259.589	93501	259.725	0.136	93475	336
93735	260.375	93782	260.506	0.131	93755	337
94012	261.144	94016	261.156	0.012	94015	338
94065	261.292	94302	261.95	0.658	94040	339
94360	262.111	94579	262.719	0.608	94323	340
94637	262.881	94887	263.575	0.694	94611	341
94936	263.711	95179	264.386	0.675	95040	342
95232	264.533	95462	265.172	0.639	95201	343
95517	265.325	95737	265.936	0.611	95491	344
95794	266.094	95982	266.617	0.523	95760	345
96039	266.775	96250	267.361	0.586	96013	346
96298	267.494	96524	268.122	0.628	96480	347
96579	268.275	96795	268.875	0.6	96545	348
96852	269.033	97092	269.7	0.667	96825	349
97139	269.831	97391	270.531	0.7	97200	350
97438	270.661	97682	271.339	0.678	97412	351
97685	271.347	97734	271.483	0.136	97708	352
97984	272.178	98039	272.331	0.153	98005	353
98262	272.95	98317	273.103	0.153	98290	354
98570	273.806	98617	273.936	0.13	98592	355
98898	274.717	98945	274.847	0.13	98918	356
99202	275.561	99249	275.692	0.131	99224	357
99509	276.414	99562	276.561	0.147	99531	358
99813	277.258	99817	277.269	0.011	99531	359
99866	277.406	100122	278.117	0.711	100080	360
100178	278.272	100407	278.908	0.636	100144	361
100463	279.064	100704	279.733	0.669	100437	362
100750	279.861	101018	280.606	0.745	100800	363
101066	280.739	101335	281.486	0.747	101035	364
101338	281.494	101387	281.631	0.137	101358	365
101657	282.381	101709	282.525	0.144	101678	366
101968	283.244	101972	283.256	0.012	101970	367
102021	283.392	102287	284.131	0.739	102240	368
102341	284.281	102586	284.961	0.68	102308	369
102591	284.975	102593	284.981	0.006	102590	370
102640	285.111	102899	285.831	0.72	102615	371
102945	285.958	103216	286.711	0.753	102960	372
103264	286.844	103540	287.611	0.767	103237	373
103588	287.744	103861	288.503	0.759	103680	374
103909	288.636	104174	289.372	0.736	103881	375
104176	289.378	104178	289.383	0.005	104175	376
104226	289.517	104489	290.247	0.73	104400	377
104543	290.397	104796	291.1	0.703	104510	378
104851	291.253	105110	291.972	0.719	104825	379
105167	292.131	105419	292.831	0.7	105130	380
105477	292.992	105771	293.808	0.816	105451	381
105818	293.939	106098	294.717	0.778	105840	382
106144	294.844	106411	295.586	0.742	106118	383
106459	295.719	106720	296.444	0.725	106560	384
106768	296.578	107027	297.297	0.719	106740	385
107029	297.303	107031	297.308	0.005	107028	386
107080	297.444	107350	298.194	0.75	107280	387
107404	298.344	107658	299.05	0.706	107371	388
107714	299.206	108007	300.019	0.813	108000	389
108064	300.178	108324	300.9	0.722	108029	390
108381	301.058	108633	301.758	0.7	108355	391
108679	301.886	108937	302.603	0.717	108720	392
108983	302.731	109238	303.439	0.708	108956	393
109241	303.447	109290	303.583	0.136	109263	394
109552	304.311	109604	304.456	0.145	109573	395
109855	305.153	109860	305.167	0.014	109858	396
109909	305.303	110185	306.069	0.766	110160	397
110242	306.228	110494	306.928	0.7	110207	398
110551	307.086	110806	307.794	0.708	110525	399
110852	307.922	111105	308.625	0.703	110880	400
111151	308.753	111397	309.436	0.683	111125	401
111400	309.444	111402	309.45	0.006	111399	402
111450	309.583	111719	310.331	0.748	111600	403
111772	310.478	112029	311.192	0.714	111740	404
112033	311.203	112082	311.339	0.136	112057	405
112354	312.094	112410	312.25	0.156	112371	406
112664	312.956	112720	313.111	0.155	112695	407
112975	313.819	113021	313.947	0.128	112995	408
113273	314.647	113319	314.775	0.128	113293	409
113571	315.475	113619	315.608	0.133	113594	410
113891	316.364	113944	316.511	0.147	113912	411
114210	317.25	114214	317.261	0.011	114213	412
114264	317.4	114540	318.167	0.767	114480	413
114595	318.319	114864	319.067	0.748	114561	414
114920	319.222	115189	319.969	0.747	114890	415
115247	320.131	115481	320.781	0.65	115210	416
115538	320.939	115796	321.656	0.717	115511	417
115843	321.786	116109	322.525	0.739	115920	418
116158	322.661	116425	323.403	0.742	116130	419
116428	323.411	116478	323.55	0.139	116453	420
116749	324.303	116800	324.444	0.141	116769	421
117058	325.161	117113	325.314	0.153	117087	422
117372	326.033	117429	326.192	0.159	117394	423
117662	326.839	117719	326.997	0.158	117692	424
117974	327.706	118021	327.836	0.13	117996	425
118287	328.575	118335	328.708	0.133	118307	426
118605	329.458	118608	329.467	0.009	118607	427
118657	329.603	118930	330.361	0.758	118800	428
118981	330.503	119236	331.211	0.708	118950	429
119240	331.222	119290	331.361	0.139	119261	430
119555	332.097	119610	332.25	0.153	119576	431
119843	332.897	119899	333.053	0.156	119872	432
120148	333.744	120194	333.872	0.128	120169	433
120453	334.592	120500	334.722	0.13	120474	434
120765	335.458	120769	335.469	0.011	120768	435
120819	335.608	121091	336.364	0.756	120960	436
121143	336.508	121386	337.183	0.675	121112	437
121440	337.333	121693	338.036	0.703	121680	438
121749	338.192	121976	338.822	0.63	121714	439
122033	338.981	122273	339.647	0.666	122007	440
122321	339.781	122578	340.494	0.713	122400	441
122627	340.631	122881	341.336	0.705	122599	442
122884	341.344	122886	341.35	0.006	122883	443
122935	341.486	123202	342.228	0.742	123120	444
123256	342.378	123497	343.047	0.669	123223	445
123552	343.2	123790	343.861	0.661	123526	446
123836	343.989	124089	344.692	0.703	123840	447
124135	344.819	124375	345.486	0.667	124108	448
124422	345.617	124661	346.281	0.664	124560	449
124713	346.425	124955	347.097	0.672	124682	450
125010	347.25	125271	347.975	0.725	124983	451
125327	348.131	125565	348.792	0.661	125291	452
125623	348.953	125867	349.631	0.678	125597	453
125914	349.761	126157	350.436	0.675	126000	454
126205	350.569	126453	351.258	0.689	126178	455
126457	351.269	126506	351.406	0.137	126480	456
126765	352.125	126819	352.275	0.15	126786	457
127067	352.964	127123	353.119	0.155	127097	458
127397	353.881	127445	354.014	0.133	127440	459
127725	354.792	127775	354.931	0.139	127748	460
128042	355.672	128089	355.803	0.131	128064	461
128342	356.506	128389	356.636	0.13	128362	462
128645	357.347	128649	357.358	0.011	128648	463
128699	357.497	128964	358.233	0.736	128880	464
129018	358.383	129273	359.092	0.709	128985	465
129328	359.244	129600	360	0.756	129600	466
129657	360.158	129905	360.847	0.689	129621	467
129963	361.008	130223	361.731	0.723	129936	468
130269	361.858	130515	362.542	0.684	130320	469
130561	362.669	130801	363.336	0.667	130535	470
130803	363.342	130805	363.347	0.005	130802	471
130854	363.483	131118	364.217	0.734	131040	472
131171	364.364	131416	365.044	0.68	131139	473
131472	365.2	131727	365.908	0.708	131445	474
131786	366.072	132030	366.75	0.678	131760	475
132088	366.911	132351	367.642	0.731	132062	476
132398	367.772	132645	368.458	0.686	132480	477
132693	368.592	132926	369.239	0.647	132666	478
132931	369.253	132980	369.389	0.136	132953	479
133231	370.086	133287	370.242	0.156	133252	480
133522	370.894	133578	371.05	0.156	133552	481
133821	371.725	133869	371.858	0.133	133844	482
134105	372.514	134156	372.656	0.142	134126	483
134376	373.267	134379	373.275	0.008	134378	484
134429	373.414	134665	374.069	0.655	134640	485
134721	374.225	134937	374.825	0.6	134686	486
134993	374.981	135241	375.669	0.688	134966	487
135289	375.803	135570	376.583	0.78	135360	488
135619	376.719	135908	377.522	0.803	135591	489
135911	377.531	135960	377.667	0.136	135935	490
136246	378.461	136294	378.594	0.133	136267	491
136571	379.364	136573	379.369	0.005	136572	492
136576	379.378	136624	379.511	0.133	136598	493
136909	380.303	136963	380.453	0.15	136930	494
137229	381.192	137231	381.197	0.005	137230	495
137234	381.206	137283	381.342	0.136	137257	496
137557	382.103	137612	382.256	0.153	137577	497
137898	383.05	137956	383.211	0.161	137925	498
138247	384.019	138304	384.178	0.159	138269	499
138563	384.897	138620	385.056	0.159	138594	500
138888	385.8	138934	385.928	0.128	138909	501
139206	386.683	139253	386.814	0.131	139227	502
139520	387.556	139567	387.686	0.13	139543	503
139834	388.428	139882	388.561	0.133	139855	504
140161	389.336	140217	389.492	0.156	140190	505
140503	390.286	140558	390.439	0.153	140525	506
140813	391.147	140817	391.158	0.011	140816	507
140819	391.164	140867	391.297	0.133	140842	508
141129	392.025	141186	392.183	0.158	141150	509
141430	392.861	141487	393.019	0.158	141461	510
141752	393.756	141798	393.883	0.127	141773	511
142064	394.622	142111	394.753	0.131	142084	512
142384	395.511	142387	395.519	0.008	142084	513
142437	395.658	142715	396.431	0.773	142560	514
142764	396.567	143019	397.275	0.708	142736	515
143021	397.281	143023	397.286	0.005	142736	516
143071	397.419	143327	398.131	0.712	143280	517
143382	398.283	143619	398.942	0.659	143348	518
143675	399.097	143934	399.817	0.72	143649	519
143981	399.947	144235	400.653	0.706	144000	520
144282	400.783	144537	401.492	0.709	144256	521
144540	401.5	144590	401.639	0.139	144564	522
144865	402.403	144917	402.547	0.144	144886	523
145165	403.236	145169	403.247	0.011	145168	524
145218	403.383	145467	404.075	0.692	145440	525
145521	404.225	145747	404.853	0.628	145487	526
145803	405.008	146058	405.717	0.709	145777	527
146107	405.853	146374	406.594	0.741	146160	528
146421	406.725	146682	407.45	0.725	146394	529
146685	407.458	146733	407.592	0.134	146708	530
147008	408.356	147061	408.503	0.147	147029	531
147324	409.233	147378	409.383	0.15	147352	532
147633	410.092	147688	410.244	0.152	147654	533
147929	410.914	147986	411.072	0.158	147959	534
148245	411.792	148292	411.922	0.13	148266	535
148572	412.7	148619	412.831	0.131	148592	536
148892	413.589	148939	413.719	0.13	148914	537
149210	414.472	149261	414.614	0.142	149231	538
149533	415.369	149536	415.378	0.009	149535	539
149585	415.514	149846	416.239	0.725	149760	540
149894	416.372	150135	417.042	0.67	149865	541
150191	417.197	150451	417.919	0.722	150165	542
150511	418.086	150766	418.794	0.708	150480	543
150825	418.958	151099	419.719	0.761	150798	544
151147	419.853	151413	420.592	0.739	151200	545
151461	420.725	151725	421.458	0.733	151434	546
151728	421.467	151777	421.603	0.136	151752	547
152030	422.306	152079	422.442	0.136	152050	548
152315	423.097	152319	423.108	0.011	152318	549
152368	423.244	152615	423.931	0.687	152341	550
152672	424.089	152917	424.769	0.68	152640	551
152976	424.933	153257	425.714	0.781	152949	552
153304	425.844	153578	426.606	0.762	153360	553
153625	426.736	153890	427.472	0.736	153598	554
153893	427.481	153942	427.617	0.136	153916	555
154205	428.347	154253	428.481	0.134	154225	556
154499	429.164	154552	429.311	0.147	154527	557
154819	430.053	154876	430.211	0.158	154840	558
155128	430.911	155186	431.072	0.161	155159	559
155470	431.861	155518	431.994	0.133	155492	560
155793	432.758	155839	432.886	0.128	155813	561
156092	433.589	156140	433.722	0.133	156114	562
156406	434.461	156453	434.592	0.131	156426	563
156701	435.281	156704	435.289	0.008	156426	564
156751	435.419	157003	436.119	0.7	156960	565
157058	436.272	157311	436.975	0.703	157025	566
157367	437.131	157646	437.906	0.775	157342	567
157704	438.067	157952	438.756	0.689	157680	568
158011	438.919	158265	439.625	0.706	157984	569
158311	439.753	158568	440.467	0.714	158400	570
158616	440.6	158856	441.267	0.667	158589	571
158859	441.275	158861	441.281	0.006	158858	572
158910	441.417	159158	442.106	0.689	159120	573
159213	442.258	159464	442.956	0.698	159180	574
159520	443.111	159797	443.881	0.77	159494	575
159846	444.017	160126	444.794	0.777	159840	576
160174	444.928	160436	445.656	0.728	160148	577
160482	445.783	160749	446.525	0.742	160560	578
160796	446.656	161060	447.389	0.733	160769	579
161062	447.394	161064	447.4	0.006	161061	580
161112	447.533	161380	448.278	0.745	161280	581
161433	448.425	161699	449.164	0.739	161401	582
161754	449.317	162037	450.103	0.786	162000	583
162093	450.258	162365	451.014	0.756	162058	584
162422	451.172	162690	451.917	0.745	162396	585
162747	452.075	162982	452.728	0.653	162720	586
163040	452.889	163306	453.628	0.739	163014	587
163353	453.758	163613	454.481	0.723	163440	588
163661	454.614	163914	455.317	0.703	163632	589
163918	455.328	163967	455.464	0.136	163941	590
164238	456.217	164291	456.364	0.147	164258	591
164541	457.058	164545	457.069	0.011	164544	592
164547	457.075	164596	457.211	0.136	164571	593
164842	457.894	164898	458.05	0.156	164880	594
165123	458.675	165179	458.831	0.156	165153	595
165430	459.528	165477	459.658	0.13	165452	596
165734	460.372	165788	460.522	0.15	165755	597
166035	461.208	166039	461.219	0.011	166038	598
166089	461.358	166358	462.106	0.748	166320	599
166415	462.264	166667	462.964	0.7	166380	600
166723	463.119	166979	463.831	0.712	166697	601
167025	463.958	167269	464.636	0.678	167040	602
167316	464.767	167556	465.433	0.666	167289	603
167559	465.442	167608	465.578	0.136	167583	604
167877	466.325	167929	466.469	0.144	167898	605
168181	467.169	168235	467.319	0.15	168210	606
168497	468.047	168554	468.206	0.159	168519	607
168797	468.881	168854	469.039	0.158	168828	608
169120	469.778	169166	469.906	0.128	169142	609
